"ICD10_explo","df_name","window_optimum_start","window_optimum_end","MK_Tau_opt","MK_p_value_opt","MK_Tau","MK_p_value","Unique_Observations","prop_sig","n_countries","pos_sig","neg_sig","p_one","q_bh","ARD_BH","ARD_selected","X_key_GBD","Cause.Name","Cause.ID","Cause.Hierarchy.Level","ICD10","ICD10.Used.in.Hospital.Claims.Analyses","ICD9","ICD9.Used.in.Hospital.Claims.Analyses","cause_level_1","cause_level_2","cause_level_3","cause_level_4","trait_type","pheno_sex","coding","modifier","description","description_more","coding_description","category","n_cases_full_cohort_both_sexes","n_cases_full_cohort_females","n_cases_full_cohort_males","n_cases_hq_cohort_both_sexes","n_cases_hq_cohort_females","n_cases_hq_cohort_males","pops","num_pops","pops_pass_qc","num_pops_pass_qc","n_cases_AFR","n_cases_AMR","n_cases_CSA","n_cases_EAS","n_cases_EUR","n_cases_MID","n_controls_AFR","n_controls_AMR","n_controls_CSA","n_controls_EAS","n_controls_EUR","n_controls_MID","rhemc_25bin_50rv_h2_observed_AFR","rhemc_25bin_50rv_h2_observed_AMR","rhemc_25bin_50rv_h2_observed_CSA","rhemc_25bin_50rv_h2_observed_EAS","sldsc_25bin_h2_observed_EUR","rhemc_25bin_50rv_h2_observed_MID","rhemc_25bin_50rv_h2_observed_se_AFR","rhemc_25bin_50rv_h2_observed_se_AMR","rhemc_25bin_50rv_h2_observed_se_CSA","rhemc_25bin_50rv_h2_observed_se_EAS","sldsc_25bin_h2_observed_se_EUR","rhemc_25bin_50rv_h2_observed_se_MID","rhemc_25bin_50rv_h2_liability_AFR","rhemc_25bin_50rv_h2_liability_AMR","rhemc_25bin_50rv_h2_liability_CSA","rhemc_25bin_50rv_h2_liability_EAS","sldsc_25bin_h2_liability_EUR","rhemc_25bin_50rv_h2_liability_MID","rhemc_25bin_50rv_h2_liability_se_AFR","rhemc_25bin_50rv_h2_liability_se_AMR","rhemc_25bin_50rv_h2_liability_se_CSA","rhemc_25bin_50rv_h2_liability_se_EAS","sldsc_25bin_h2_liability_se_EUR","rhemc_25bin_50rv_h2_liability_se_MID","rhemc_25bin_50rv_h2_z_AFR","rhemc_25bin_50rv_h2_z_AMR","rhemc_25bin_50rv_h2_z_CSA","rhemc_25bin_50rv_h2_z_EAS","sldsc_25bin_h2_z_EUR","rhemc_25bin_50rv_h2_z_MID","lambda_gc_AFR","lambda_gc_AMR","lambda_gc_CSA","lambda_gc_EAS","lambda_gc_EUR","lambda_gc_MID","phenotype_qc_AFR","phenotype_qc_AMR","phenotype_qc_CSA","phenotype_qc_EAS","phenotype_qc_EUR","phenotype_qc_MID","in_max_independent_set","filename","filename_tabix","aws_link","aws_link_tabix","wget","wget_tabix","md5_hex","size_in_bytes","md5_hex_tabix","size_in_bytes_tabix","trait_efos","trait_efo_terms","trait_efo_categories"
"D07","Other benign and in situ neoplasms",1,11,0.963636458,5.16176223754883e-05,0.366666645,0.052871585,16,0.970588235294118,204,198,0,2.58088111877442e-05,5.99496007904293e-05,TRUE,TRUE,"other benign and in situ neoplasms","Other benign and in situ neoplasms",967,4,"D00-D00.2, D02-D05.92, D07, D07.1-D11.9, D13-D13.2, D13.4-D13.7, D14-D24.9, D27-D37.1, D37.6-D39, D39.1-D39.9, D4-D44.9, D48-D49.9, N60-N60.99","D00-D00.2, D02-D05.92, D07, D07.1-D11.9, D13-D13.2, D13.4-D13.7, D14-D24.9, D27-D37.1, D37.6-D39, D39.1-D3A.00, D3A.090-D44.9, D48-D49.9, N60-N60.99","209.61, 209.63-209.67, 210.0-211.1, 211.5-217.8, 220-230.2, 230.8-233.0, 233.3-235.1, 235.3-236, 236.1-237.6, 237.70-237.72, 237.9-238.3, 239-239.9","209.61-211.1, 211.5-217.8, 220-230.2, 230.8-233.0, 233.3-235.1, 235.3-236, 236.1-237.6, 237.70-237.72, 237.9-238.3, 239-239.9, 610-610.9","Non-communicable diseases","Neoplasms","Other neoplasms","Other benign and in situ neoplasms","icd10","both_sexes","","","D07 Carcinoma in situ of other and unspecified genital organs","truncated: true",NA,"Chapter II Neoplasms | D00-D09 In situ neoplasms | D07 Carcinoma in situ of other and unspecified genital organs",586,167,419,NA,NA,NA,"EUR",1,"",0,NA,NA,NA,NA,586,NA,NA,NA,NA,NA,419945,NA,NA,NA,NA,NA,0.0012,NA,NA,NA,NA,NA,0.0023,NA,NA,NA,NA,NA,0.0802,NA,NA,NA,NA,NA,0.154,NA,NA,NA,NA,NA,0.522,NA,NA,NA,NA,NA,1.02,NA,NA,NA,NA,NA,"h2_z_insignificant",NA,FALSE,"icd10-D07-both_sexes.tsv.bgz","icd10-D07-both_sexes.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D07-both_sexes.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-D07-both_sexes.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D07-both_sexes.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-D07-both_sexes.tsv.bgz.tbi","e91e984104c4fba362e70209f794050b",533541687,"47ac4af7e01db23746689b0917b8e232",1750819,"EFO_0003863","urogenital neoplasm","Other disease"
"D07","Other benign and in situ neoplasms",1,11,0.963636458,5.16176223754883e-05,0.366666645,0.052871585,16,0.970588235294118,204,198,0,2.58088111877442e-05,5.99496007904293e-05,TRUE,TRUE,"other benign and in situ neoplasms","Other benign and in situ neoplasms",967,4,"D00-D00.2, D02-D05.92, D07, D07.1-D11.9, D13-D13.2, D13.4-D13.7, D14-D24.9, D27-D37.1, D37.6-D39, D39.1-D39.9, D4-D44.9, D48-D49.9, N60-N60.99","D00-D00.2, D02-D05.92, D07, D07.1-D11.9, D13-D13.2, D13.4-D13.7, D14-D24.9, D27-D37.1, D37.6-D39, D39.1-D3A.00, D3A.090-D44.9, D48-D49.9, N60-N60.99","209.61, 209.63-209.67, 210.0-211.1, 211.5-217.8, 220-230.2, 230.8-233.0, 233.3-235.1, 235.3-236, 236.1-237.6, 237.70-237.72, 237.9-238.3, 239-239.9","209.61-211.1, 211.5-217.8, 220-230.2, 230.8-233.0, 233.3-235.1, 235.3-236, 236.1-237.6, 237.70-237.72, 237.9-238.3, 239-239.9, 610-610.9","Non-communicable diseases","Neoplasms","Other neoplasms","Other benign and in situ neoplasms","icd10","both_sexes","","","D07 Carcinoma in situ of other and unspecified genital organs","truncated: true",NA,"Chapter II Neoplasms | D00-D09 In situ neoplasms | D07 Carcinoma in situ of other and unspecified genital organs",586,167,419,NA,NA,NA,"EUR",1,"",0,NA,NA,NA,NA,586,NA,NA,NA,NA,NA,419945,NA,NA,NA,NA,NA,0.0012,NA,NA,NA,NA,NA,0.0023,NA,NA,NA,NA,NA,0.0802,NA,NA,NA,NA,NA,0.154,NA,NA,NA,NA,NA,0.522,NA,NA,NA,NA,NA,1.02,NA,NA,NA,NA,NA,"h2_z_insignificant",NA,FALSE,"icd10-D07-both_sexes.tsv.bgz","icd10-D07-both_sexes.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D07-both_sexes.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-D07-both_sexes.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D07-both_sexes.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-D07-both_sexes.tsv.bgz.tbi","e91e984104c4fba362e70209f794050b",533541687,"47ac4af7e01db23746689b0917b8e232",1750819,"EFO_0003863","urogenital neoplasm","Other disease"
"D08","Other neoplasms",1,11,0.963636458,5.16176223754883e-05,0.383333296,0.042763472,16,0.965686275,204,197,0,2.58088111877442e-05,5.99496007904293e-05,TRUE,TRUE,"other neoplasms","Other neoplasms",490,3,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","Non-communicable diseases","Neoplasms","Other neoplasms","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D08","Other benign and in situ neoplasms",1,11,0.963636458,5.16176223754883e-05,0.366666645,0.052871585,16,0.970588235294118,204,198,0,2.58088111877442e-05,5.99496007904293e-05,TRUE,TRUE,"other benign and in situ neoplasms","Other benign and in situ neoplasms",967,4,"D00-D00.2, D02-D05.92, D07, D07.1-D11.9, D13-D13.2, D13.4-D13.7, D14-D24.9, D27-D37.1, D37.6-D39, D39.1-D39.9, D4-D44.9, D48-D49.9, N60-N60.99","D00-D00.2, D02-D05.92, D07, D07.1-D11.9, D13-D13.2, D13.4-D13.7, D14-D24.9, D27-D37.1, D37.6-D39, D39.1-D3A.00, D3A.090-D44.9, D48-D49.9, N60-N60.99","209.61, 209.63-209.67, 210.0-211.1, 211.5-217.8, 220-230.2, 230.8-233.0, 233.3-235.1, 235.3-236, 236.1-237.6, 237.70-237.72, 237.9-238.3, 239-239.9","209.61-211.1, 211.5-217.8, 220-230.2, 230.8-233.0, 233.3-235.1, 235.3-236, 236.1-237.6, 237.70-237.72, 237.9-238.3, 239-239.9, 610-610.9","Non-communicable diseases","Neoplasms","Other neoplasms","Other benign and in situ neoplasms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D08","Other neoplasms",1,11,0.963636458,5.16176223754883e-05,0.383333296,0.042763472,16,0.965686275,204,197,0,2.58088111877442e-05,5.99496007904293e-05,TRUE,TRUE,"other neoplasms","Other neoplasms",490,3,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","Non-communicable diseases","Neoplasms","Other neoplasms","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D08","Neoplasms",1,16,0.98333329,1.19209289550781e-07,0.98333329,1.19209289550781e-07,16,1,204,204,0,5.96046447753905e-08,4.28862688018054e-07,TRUE,TRUE,"neoplasms","Neoplasms",410,2,"C00-C45.9, C46.6, C47-C79.9, C8-D24.9, D26.0-D39.9, D4-D49.9, D54, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","C44.01-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","140-175.9, 177-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7, V07.39, V10-V11, V13.22-V13.24, V16-V16.9, V42.4, V42.81-V42.82, V59.2-V59.3, V72.32, V76-V76.9","173.01-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","Non-communicable diseases","Neoplasms","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D09","Other neoplasms",1,11,0.963636458,5.16176223754883e-05,0.383333296,0.042763472,16,0.965686275,204,197,0,2.58088111877442e-05,5.99496007904293e-05,TRUE,TRUE,"other neoplasms","Other neoplasms",490,3,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","Non-communicable diseases","Neoplasms","Other neoplasms","","icd10","both_sexes","","","D09 Carcinoma in situ of other and unspecified sites","truncated: true",NA,"Chapter II Neoplasms | D00-D09 In situ neoplasms | D09 Carcinoma in situ of other and unspecified sites",284,58,226,NA,NA,NA,"EUR",1,"",0,NA,NA,NA,NA,284,NA,NA,NA,NA,NA,420247,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,0.0022,NA,NA,NA,NA,NA,0.123,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,0.455,NA,NA,NA,NA,NA,0.991,NA,NA,NA,NA,NA,"h2_z_insignificant",NA,FALSE,"icd10-D09-both_sexes.tsv.bgz","icd10-D09-both_sexes.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D09-both_sexes.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-D09-both_sexes.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D09-both_sexes.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-D09-both_sexes.tsv.bgz.tbi","d60252418fc89c8e30558b527a1a6a66",525196713,"6e33edd800eaeb57c681ed871fdf47f7",1750116,"EFO_0000313","carcinoma","Cancer"
"D09","Other benign and in situ neoplasms",1,11,0.963636458,5.16176223754883e-05,0.366666645,0.052871585,16,0.970588235294118,204,198,0,2.58088111877442e-05,5.99496007904293e-05,TRUE,TRUE,"other benign and in situ neoplasms","Other benign and in situ neoplasms",967,4,"D00-D00.2, D02-D05.92, D07, D07.1-D11.9, D13-D13.2, D13.4-D13.7, D14-D24.9, D27-D37.1, D37.6-D39, D39.1-D39.9, D4-D44.9, D48-D49.9, N60-N60.99","D00-D00.2, D02-D05.92, D07, D07.1-D11.9, D13-D13.2, D13.4-D13.7, D14-D24.9, D27-D37.1, D37.6-D39, D39.1-D3A.00, D3A.090-D44.9, D48-D49.9, N60-N60.99","209.61, 209.63-209.67, 210.0-211.1, 211.5-217.8, 220-230.2, 230.8-233.0, 233.3-235.1, 235.3-236, 236.1-237.6, 237.70-237.72, 237.9-238.3, 239-239.9","209.61-211.1, 211.5-217.8, 220-230.2, 230.8-233.0, 233.3-235.1, 235.3-236, 236.1-237.6, 237.70-237.72, 237.9-238.3, 239-239.9, 610-610.9","Non-communicable diseases","Neoplasms","Other neoplasms","Other benign and in situ neoplasms","icd10","both_sexes","","","D09 Carcinoma in situ of other and unspecified sites","truncated: true",NA,"Chapter II Neoplasms | D00-D09 In situ neoplasms | D09 Carcinoma in situ of other and unspecified sites",284,58,226,NA,NA,NA,"EUR",1,"",0,NA,NA,NA,NA,284,NA,NA,NA,NA,NA,420247,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,0.0022,NA,NA,NA,NA,NA,0.123,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,0.455,NA,NA,NA,NA,NA,0.991,NA,NA,NA,NA,NA,"h2_z_insignificant",NA,FALSE,"icd10-D09-both_sexes.tsv.bgz","icd10-D09-both_sexes.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D09-both_sexes.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-D09-both_sexes.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D09-both_sexes.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-D09-both_sexes.tsv.bgz.tbi","d60252418fc89c8e30558b527a1a6a66",525196713,"6e33edd800eaeb57c681ed871fdf47f7",1750116,"EFO_0000313","carcinoma","Cancer"
"D09","Neoplasms",1,16,0.98333329,1.19209289550781e-07,0.98333329,1.19209289550781e-07,16,1,204,204,0,5.96046447753905e-08,4.28862688018054e-07,TRUE,TRUE,"neoplasms","Neoplasms",410,2,"C00-C45.9, C46.6, C47-C79.9, C8-D24.9, D26.0-D39.9, D4-D49.9, D54, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","C44.01-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","140-175.9, 177-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7, V07.39, V10-V11, V13.22-V13.24, V16-V16.9, V42.4, V42.81-V42.82, V59.2-V59.3, V72.32, V76-V76.9","173.01-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","Non-communicable diseases","Neoplasms","","","icd10","both_sexes","","","D09 Carcinoma in situ of other and unspecified sites","truncated: true",NA,"Chapter II Neoplasms | D00-D09 In situ neoplasms | D09 Carcinoma in situ of other and unspecified sites",284,58,226,NA,NA,NA,"EUR",1,"",0,NA,NA,NA,NA,284,NA,NA,NA,NA,NA,420247,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,0.0022,NA,NA,NA,NA,NA,0.123,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,0.455,NA,NA,NA,NA,NA,0.991,NA,NA,NA,NA,NA,"h2_z_insignificant",NA,FALSE,"icd10-D09-both_sexes.tsv.bgz","icd10-D09-both_sexes.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D09-both_sexes.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-D09-both_sexes.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D09-both_sexes.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-D09-both_sexes.tsv.bgz.tbi","d60252418fc89c8e30558b527a1a6a66",525196713,"6e33edd800eaeb57c681ed871fdf47f7",1750116,"EFO_0000313","carcinoma","Cancer"
"D09","Other benign and in situ neoplasms",1,11,0.963636458,5.16176223754883e-05,0.366666645,0.052871585,16,0.970588235294118,204,198,0,2.58088111877442e-05,5.99496007904293e-05,TRUE,TRUE,"other benign and in situ neoplasms","Other benign and in situ neoplasms",967,4,"D00-D00.2, D02-D05.92, D07, D07.1-D11.9, D13-D13.2, D13.4-D13.7, D14-D24.9, D27-D37.1, D37.6-D39, D39.1-D39.9, D4-D44.9, D48-D49.9, N60-N60.99","D00-D00.2, D02-D05.92, D07, D07.1-D11.9, D13-D13.2, D13.4-D13.7, D14-D24.9, D27-D37.1, D37.6-D39, D39.1-D3A.00, D3A.090-D44.9, D48-D49.9, N60-N60.99","209.61, 209.63-209.67, 210.0-211.1, 211.5-217.8, 220-230.2, 230.8-233.0, 233.3-235.1, 235.3-236, 236.1-237.6, 237.70-237.72, 237.9-238.3, 239-239.9","209.61-211.1, 211.5-217.8, 220-230.2, 230.8-233.0, 233.3-235.1, 235.3-236, 236.1-237.6, 237.70-237.72, 237.9-238.3, 239-239.9, 610-610.9","Non-communicable diseases","Neoplasms","Other neoplasms","Other benign and in situ neoplasms","icd10","both_sexes","","","D09 Carcinoma in situ of other and unspecified sites","truncated: true",NA,"Chapter II Neoplasms | D00-D09 In situ neoplasms | D09 Carcinoma in situ of other and unspecified sites",284,58,226,NA,NA,NA,"EUR",1,"",0,NA,NA,NA,NA,284,NA,NA,NA,NA,NA,420247,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,0.0022,NA,NA,NA,NA,NA,0.123,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,0.455,NA,NA,NA,NA,NA,0.991,NA,NA,NA,NA,NA,"h2_z_insignificant",NA,FALSE,"icd10-D09-both_sexes.tsv.bgz","icd10-D09-both_sexes.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D09-both_sexes.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-D09-both_sexes.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D09-both_sexes.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-D09-both_sexes.tsv.bgz.tbi","d60252418fc89c8e30558b527a1a6a66",525196713,"6e33edd800eaeb57c681ed871fdf47f7",1750116,"EFO_0000313","carcinoma","Cancer"
"D10","Other benign and in situ neoplasms",1,11,0.963636458,5.16176223754883e-05,0.366666645,0.052871585,16,0.970588235294118,204,198,0,2.58088111877442e-05,5.99496007904293e-05,TRUE,TRUE,"other benign and in situ neoplasms","Other benign and in situ neoplasms",967,4,"D00-D00.2, D02-D05.92, D07, D07.1-D11.9, D13-D13.2, D13.4-D13.7, D14-D24.9, D27-D37.1, D37.6-D39, D39.1-D39.9, D4-D44.9, D48-D49.9, N60-N60.99","D00-D00.2, D02-D05.92, D07, D07.1-D11.9, D13-D13.2, D13.4-D13.7, D14-D24.9, D27-D37.1, D37.6-D39, D39.1-D3A.00, D3A.090-D44.9, D48-D49.9, N60-N60.99","209.61, 209.63-209.67, 210.0-211.1, 211.5-217.8, 220-230.2, 230.8-233.0, 233.3-235.1, 235.3-236, 236.1-237.6, 237.70-237.72, 237.9-238.3, 239-239.9","209.61-211.1, 211.5-217.8, 220-230.2, 230.8-233.0, 233.3-235.1, 235.3-236, 236.1-237.6, 237.70-237.72, 237.9-238.3, 239-239.9, 610-610.9","Non-communicable diseases","Neoplasms","Other neoplasms","Other benign and in situ neoplasms","icd10","both_sexes","","","D10 Benign neoplasm of mouth and pharynx","truncated: true",NA,"Chapter II Neoplasms | D10-D36 Benign neoplasms | D10 Benign neoplasm of mouth and pharynx",526,272,254,NA,NA,NA,"EUR",1,"",0,NA,NA,NA,NA,526,NA,NA,NA,NA,NA,420005,NA,NA,NA,NA,NA,-0.0023,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,-0.168,NA,NA,NA,NA,NA,0.146,NA,NA,NA,NA,NA,-1.15,NA,NA,NA,NA,NA,1.01,NA,NA,NA,NA,NA,"h2_z_insignificant",NA,FALSE,"icd10-D10-both_sexes.tsv.bgz","icd10-D10-both_sexes.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D10-both_sexes.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-D10-both_sexes.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D10-both_sexes.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-D10-both_sexes.tsv.bgz.tbi","0d7f4101376dd1cecbbdffd0812ce41c",532658513,"04ab977f7b944481c7308576e9ecede6",1750689,"EFO_0003868","mouth neoplasm","Cancer"
"D10","Other neoplasms",1,11,0.963636458,5.16176223754883e-05,0.383333296,0.042763472,16,0.965686275,204,197,0,2.58088111877442e-05,5.99496007904293e-05,TRUE,TRUE,"other neoplasms","Other neoplasms",490,3,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","Non-communicable diseases","Neoplasms","Other neoplasms","","icd10","both_sexes","","","D10 Benign neoplasm of mouth and pharynx","truncated: true",NA,"Chapter II Neoplasms | D10-D36 Benign neoplasms | D10 Benign neoplasm of mouth and pharynx",526,272,254,NA,NA,NA,"EUR",1,"",0,NA,NA,NA,NA,526,NA,NA,NA,NA,NA,420005,NA,NA,NA,NA,NA,-0.0023,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,-0.168,NA,NA,NA,NA,NA,0.146,NA,NA,NA,NA,NA,-1.15,NA,NA,NA,NA,NA,1.01,NA,NA,NA,NA,NA,"h2_z_insignificant",NA,FALSE,"icd10-D10-both_sexes.tsv.bgz","icd10-D10-both_sexes.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D10-both_sexes.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-D10-both_sexes.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D10-both_sexes.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-D10-both_sexes.tsv.bgz.tbi","0d7f4101376dd1cecbbdffd0812ce41c",532658513,"04ab977f7b944481c7308576e9ecede6",1750689,"EFO_0003868","mouth neoplasm","Cancer"
