df_name,MK_Tau_opt,MK_p_value_opt,p_one,q_bh,prop_sig,_key_GBD,Cause Name,Cause ID,Cause Hierarchy Level,ICD10_x,ICD10 Used in Hospital/Claims Analyses,ICD9,ICD9 Used in Hospital/Claims Analyses,cause_level_1,cause_level_2,cause_level_3,cause_level_4,ICD10_explo,ICD10_y,PHECODE,Exl. Phecodes,Excl. Phenotypes,PHECODE_,mapped_flag
Malignant neoplasm of bone and articular cartilage,0.904761850833893,3.33786010742188e-06,1.66893005371094e-06,5.410267756535465e-06,1.0,malignant neoplasm of bone and articular cartilage,Malignant neoplasm of bone and articular cartilage,1012.0,3.0,"C40-C40.92, C41.0-C41.4, C41.8-C41.9",,170-170.9,,Non-communicable diseases,Neoplasms,Malignant neoplasm of bone and articular cartilage,,C41,C41,170.1,170-171.99,"Cancer of bone, connective tissue",170_1,True
Malignant skin melanoma,0.966666579246521,2.38418579101562e-07,1.19209289550781e-07,6.393952803178253e-07,1.0,malignant skin melanoma,Malignant skin melanoma,459.0,3.0,C43-C43.9,,172-172.9,,Non-communicable diseases,Neoplasms,Malignant skin melanoma,,C43,C43,172.11,172-173.99,Malignant neoplasm of skin,172_11,True
Mesothelioma,0.96190470457077,7.15255737304688e-07,3.57627868652344e-07,1.4859186091893168e-06,1.0,mesothelioma,Mesothelioma,483.0,3.0,"C45-C45.2, C45.7, C45.9",,,,Non-communicable diseases,Neoplasms,Mesothelioma,,C45,C45,195.1,195-199.99,"Neoplasms: malignant, secondary or uncertain",195_1,True
Motor neuron disease,1.00000011920929,2.62260437011719e-06,1.311302185058595e-06,4.298157162136506e-06,1.0,motor neuron disease,Motor neuron disease,554.0,3.0,,G12-G12.9,,335-335.9,Non-communicable diseases,Neurological disorders,Motor neuron disease,,,,,,,nan,False
Multiple myeloma,0.999999940395355,2.38418579101562e-07,1.19209289550781e-07,6.393952803178253e-07,1.0,multiple myeloma,Multiple myeloma,486.0,3.0,C88-C90.32,,203-203.9,,Non-communicable diseases,Neoplasms,Multiple myeloma,,C88,C88,204.4,200-204.99,cancer of lymphatic and hematopoietic tissue,204_4,True
Multiple myeloma,0.999999940395355,2.38418579101562e-07,1.19209289550781e-07,6.393952803178253e-07,1.0,multiple myeloma,Multiple myeloma,486.0,3.0,C88-C90.32,,203-203.9,,Non-communicable diseases,Neoplasms,Multiple myeloma,,C89,,,,,nan,False
Multiple myeloma,0.999999940395355,2.38418579101562e-07,1.19209289550781e-07,6.393952803178253e-07,1.0,multiple myeloma,Multiple myeloma,486.0,3.0,C88-C90.32,,203-203.9,,Non-communicable diseases,Neoplasms,Multiple myeloma,,C90,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,G54,G54,353.0,351-355.99,mononeuritis and nerve lesions,353_0,True
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,I27,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,L93,L93,695.41,"690-697.99, 335-335.99"," other inflammatory condition of skin, MS",695_41,True
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M00,M00,711.1,710-716.99,Arthropathies,711_1,True
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M01,M01,711.0,710-716.99,Arthropathies,711_0,True
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M02,M02,713.0,710-716.99,Arthropathies,713_0,True
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M03,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M04,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M05,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M06,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M07,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M08,M08,714.2,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis,714_2,True
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M09,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M10,M10,274.1,274-274.99,Gout,274_1,True
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M11,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M12,M12,716.9,710-716.99,Arthropathies,716_9,True
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M12,M12,741.0,741-742.99,other non-traumatic joint disorders,741_0,True
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M13,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M14,,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M15,M15,,,,nan,False
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M16,M16,740.1,740-740.99,osteoarthritis,740_1,True
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M17,M17,716.2,710-716.99,Arthropathies,716_2,True
Musculoskeletal disorders,0.974359095096588,4.76837158203125e-06,2.384185791015625e-06,7.326404253641764e-06,1.0,musculoskeletal disorders,Musculoskeletal disorders,626.0,2.0,"G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M28-M32.9, M34-M49, M49.2-M59, M61-M72.4, M72.8-M73, M74-M79.676, M79.8-M87.09, M87.2-M89.59, M89.7-M95.9, M97-M99.9, N09","G54.2-G54.4, I27.1, L93-L93.2, M00-M10.19, M10.3-M25.9, M30-M48.58, M49.81-M54.5, M61-M72.4, M72.8-M87.09, M87.2-M95.9, M99-M99.9","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-710.2, 710.5-724.9, 726-727.9, 729-730.39, 730.7-739.9, V13.4-V13.59, V17.7-V17.89, V43.6-V43.8, V58.64-V58.65, V58.78, V77.5, V82.1-V82.2","274-274.9, 353.1-353.4, 416.1, 446-446.9, 710-727.9, 729-730.39, 730.7-739.9",Non-communicable diseases,Musculoskeletal disorders,,,M17,M17,716.9,710-716.99,Arthropathies,716_9,True
